name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
All Night - Extended Club Version,"The Princess, Pt. Two",Parov Stelar,5jrLFnElTeTvAO7VhXnuPs,,,263160,0.844,0.0281,0.804,0.908,0.0654,0.826,-7.623,0.0456,125.011,7,4,Dance
Running on Empty,Running on Empty / Nothing but Time (Digital 45),Jackson Browne,6aqm56xP40foYBBtAWWrnY,,,291893,0.541,0.0635,0.711,0.0201,0.719,0.588,-13.492,0.0383,136.58,9,4,Dance
Don't Get Me Wrong - 2007 Remaster,Get Close (Expanded & Remastered),Pretenders,6Wiamk8BAAP50gAAJopsy2,,,227463,0.46,0.139,0.932,0.00504,0.114,0.849,-6.264,0.0468,203.617,0,4,Dance
Obsesión,Obsesión,Lucenzo,7rbcAD1ZQHKKXONki2g12d,,,193542,0.762,0.0295,0.756,0,0.09,0.884,-3.202,0.0355,129.988,0,4,Dance
Movin' Out (Anthony's Song),The Stranger (Legacy Edition),Billy Joel,16GUMo6u3D2qo9a19AkYct,,,210760,0.664,0.465,0.88,1.63E-05,0.0591,0.895,-5.009,0.0326,133.898,2,4,Dance
DONT GIVE A,DONT GIVE A,DONT BLINK,2xAYfvKOBvzWr6TIqY4tki,,,218880,0.709,0.0244,0.994,0.917,0.108,0.779,-3.76,0.051,125.005,0,4,Dance
Mistake,Mistake,Bleu Clair,0kQSRUHcJZr9nfX1R5HZcN,,,185685,0.636,0.0397,0.896,0.529,0.165,0.565,-1.977,0.0442,124.987,4,4,Dance
The Judge,The Judge,Biscits,6r6hSnqlIvtpPFZMiM0LEy,,,220967,0.857,0.0216,0.919,0.000878,0.373,0.89,-5.293,0.11,124.979,7,4,Dance
Want To Love,Want To Love,Chapter & Verse,4eadst9pPSuPYa6ZC79DBj,,,205714,0.602,0.0204,0.922,0.396,0.476,0.837,-5.657,0.0731,125.975,1,4,Dance
Se Tá Solteira - Breaking Beattz Remix,Se Tá Solteira (Breaking Beattz Remix),Breaking Beattz,4kbSJZw0uFzBAECxQLE4x9,,,176250,0.854,0.000344,0.736,0.000605,0.133,0.647,-9.243,0.0676,128.019,6,4,Dance
Bye Bye Bye,Bye Bye Bye,YouNotUs,677aZUsiflrFHsmqXTOXjf,,,161331,0.736,0.0896,0.875,0,0.168,0.814,-4.615,0.0501,125.108,7,4,Dance
Every Morning,Late Checkout,Chris Lorenzo,64vBCC1lpjEnF10CkDiDhv,,,196406,0.795,0.00119,0.981,0.91,0.0519,0.666,-4.665,0.0517,128,6,4,Dance
Butterflies (feat. Tristan Henry),Butterflies (feat. Tristan Henry),Vintage Culture,0sUDiNgh3zHqeWPTQqandI,,,165750,0.645,0.118,0.82,0.673,0.193,0.539,-7.388,0.0535,123.986,11,4,Dance
In The Dark,Exotica (Deluxe),Purple Disco Machine,75UUG6x5zQe0gCVOiQpa6X,,,185844,0.691,0.0405,0.763,3.67E-05,0.0783,0.771,-5.628,0.0464,115.936,6,4,Dance
Locco,Locco,Biscits,1MtswMNmlmCn0fl0xf8qB1,,,183875,0.956,0.104,0.861,0.897,0.0717,0.872,-6.779,0.206,125.93,3,4,Dance
Rampage,Rampage,Honey & Badger,1FAMmDVKA84HUrA12iFEuE,,,184762,0.814,0.247,0.949,0.0225,0.467,0.619,-4.452,0.187,125.998,10,4,Dance
Honey,Honey,CID,6xMb0wjwc0jaW4jUEBFCJp,,,219194,0.684,0.00203,0.948,0.202,0.0874,0.803,-5.796,0.0446,124.025,0,4,Dance
UP,UP,INNA,2ykXJ9QVwx9Li8nsW0h6b2,,,148944,0.812,0.01,0.712,0,0.108,0.85,-5.993,0.0452,98.029,0,4,Dance
Sinner,Sinner,LP Giobbi,3kyskiCpYM2ALQUSEShFMY,,,238357,0.721,0.0455,0.78,0.083,0.138,0.725,-6.935,0.0403,126.974,8,4,Dance
Freedom! '90 - Remastered,Listen Without Prejudice / MTV Unplugged (Deluxe),George Michael,3tyTt5pEWblt96j1HsXiV5,,,390862,0.677,0.225,0.852,4.04E-05,0.0595,0.93,-10.856,0.0449,91.689,5,4,Dance
Rewind It Back,Rewind It Back,Black V Neck,1o1WXMAEziMXSklmnTWKkf,,,250952,0.79,5.17E-05,0.94,0.896,0.0459,0.582,-5.112,0.0737,126,10,4,Dance
Don't Wanna Let Go,Don't Wanna Let Go,Taiki Nulight,5Uygp1KAwyj41KSjwPt1Nz,,,186667,0.739,0.000193,0.747,0.051,0.259,0.542,-8.223,0.0377,125.978,10,4,Dance
How I Feel - MK Dub Edit,How I Feel (Vocal Mix & MK Dub),Martin Ikin,6XooB1YmvUwB00yVEykB7t,,,183700,0.781,0.00205,0.988,0.798,0.307,0.748,-5.353,0.077,123.967,0,4,Dance
Power In My Soul (feat. 2STRANGE),Power In My Soul (feat. 2STRANGE),Bhaskar,068VidZNIdlrwChUGM0APw,,,169524,0.716,0.0285,0.813,0.382,0.823,0.625,-4.926,0.0355,126.004,3,4,Dance
Signals,Signals,Regard,3Zs7UPRJeoy3uycdPHVfwv,,,167999,0.741,0.415,0.76,4.27E-06,0.095,0.588,-5.359,0.0447,120.01,5,4,Dance
You May Be Right,Glass Houses,Billy Joel,7gMOe0gXYcELUoVugfMmHP,,,253200,0.567,0.175,0.945,2.60E-06,0.35,0.961,-7.243,0.0458,150.792,9,4,Dance
I Know - Extended,I Know,JØRD,1GuiDHlWvK7Y8zXpt1mKzh,,,234240,0.777,0.0269,0.866,0.391,0.0571,0.587,-4.6,0.0398,125.005,6,4,Dance
Everyone,Everyone,VOLAC,1b27zUMtkjBkLpxtK77gR8,,,186240,0.795,0.000252,0.918,0.739,0.0754,0.616,-6.021,0.0453,125,10,4,Dance
THE LAZER,THE LAZER,DONT BLINK,6SeoLbb5pH1kFYTqeoWECF,,,216000,0.806,0.0039,0.908,0.47,0.128,0.759,-5.576,0.0922,124.976,7,4,Dance
Bang (feat. Dances With White Girls),The RED Tape (Deluxe),Matroda,5U3yxv4RRAHsNH7mRPg9L2,,,193925,0.839,0.0275,0.899,0.777,0.0734,0.563,-5.036,0.0798,125.016,8,4,Dance
We Could Be Dancing (feat. Molly Hammar),We Could Be Dancing (feat. Molly Hammar),Bob Sinclar,367BbT7Cg2xZLv5redErC9,,,164507,0.682,0.00842,0.807,9.96E-05,0.625,0.793,-5.411,0.0973,119.993,1,4,Dance
Con le mani su (prod. Matt Joe),Con le mani su (prod. Matt Joe),DJ Matrix,0uvsO0zKfqZK9kJZU61eqz,,,142920,0.891,0.0619,0.892,0,0.089,0.554,-2.35,0.102,125.018,5,4,Dance
Flashbacks,Heartbreaker,INNA,7AB1TtGbNXkixdYZtJRb4u,,,177725,0.771,0.106,0.763,0.000103,0.0855,0.55,-5.157,0.0923,105.026,2,4,Dance
Baby Steps,Baby Steps,David Puentez,2omzZ5Edn2sMpQxvARgbwj,,,143906,0.806,0.159,0.705,0,0.486,0.626,-5.972,0.077,127.973,11,4,Dance
Várias Queixas - Radio Edit,Várias Queixas (Radio Edit),Vintage Culture,7wjaRyfALrdFBJnuJeACy2,,,155702,0.741,0.00693,0.843,7.68E-05,0.0664,0.628,-7.579,0.0435,121.014,9,4,Dance
Go Your Own Way - 2004 Remaster,Rumours,Fleetwood Mac,07GvNcU1WdyZJq3XxP0kZa,,,223613,0.583,0.0185,0.947,0.00109,0.0679,0.803,-5.12,0.0378,135.448,5,4,Dance
Life in the Fast Lane - 2013 Remaster,Hotel California (2013 Remaster),Eagles,6gXrEUzibufX9xYPk3HD5p,,,286220,0.667,0.0966,0.755,6.94E-05,0.0523,0.883,-7.246,0.069,109.535,9,4,Dance
Caught In A Feeling (feat. Mammals),Caught In A Feeling (feat. Mammals),Chemical Surf,0YqNikQdBX3N8hmIIQuenQ,,,183443,0.672,8.73E-05,0.923,0.513,0.362,0.566,-3.93,0.0308,122.004,6,4,Dance
I Swear,I Swear,YouNotUs,0qENnd09cVn6eNlMZpPIWZ,,,131307,0.841,0.00918,0.721,0.0139,0.201,0.539,-4.911,0.123,124.992,6,4,Dance
Butterflies (feat. Tristan Henry) - Biscits Remix,Butterflies (feat. Tristan Henry) [Biscits Remix],Vintage Culture,7qY1QnjNuxThxtTz9wMuRo,,,214500,0.799,0.0577,0.818,0.393,0.0714,0.918,-7.827,0.0485,124.984,6,4,Dance
Work It,Work It,VOLAC,2jC6oAT2P3w9HQBrRcQqFl,,,154286,0.814,0.00583,0.935,0.33,0.0537,0.546,-6.128,0.055,126.036,1,4,Dance
Madan,So Far,Martin Solveig,5aoJnOhycrs0NtXomySi3e,,,290031,0.788,0.0118,0.819,0.734,0.199,0.917,-5.88,0.045,127.98,0,4,Dance
Ill Provide,Ill Provide,Cloverdale,5sZW8B2bbw4FeeuaruKkv2,,,179048,0.664,0.00461,0.889,0.193,0.0851,0.793,-6.228,0.0546,126.024,2,4,Dance
Take Me High,Take Me High,Marten Hørger,5Ulu7otJ0LqHXT1womHpe3,,,205440,0.833,0.0173,0.852,0.568,0.232,0.672,-6.42,0.0872,124.974,5,4,Dance
My Life Is Going On - Burak Yeter Remix,My Life Is Going On (Burak Yeter Remix),Burak Yeter,4vySWreGAhDr34U0KwZdVP,,,226278,0.836,0.015,0.764,0.0633,0.0909,0.589,-5.135,0.058,100.014,11,4,Dance
Sunset in Dubai - DJ Antoine & Mad Mark 2k22 Mix,Sunset in Dubai (DJ Antoine & Mad Mark 2k22 Mix),DJ Antoine,2ebxZOaEetkEgteVzt8a0l,,,150773,0.773,0.198,0.781,0,0.168,0.67,-6.166,0.0848,126.084,7,4,Dance
Down Low - Leftwing : Kody Extended Remix,Down Low (Leftwing : Kody Remix),Dombresky,2V0YkIAGUqsccakscn2M1K,,,360960,0.749,0.00667,0.896,0.115,0.551,0.876,-4.883,0.0423,125.005,0,4,Dance
Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit],Vintage Culture,3yZsBXwiQkqLjnWYip17Uu,,,229586,0.782,0.00245,0.728,7.90E-05,0.241,0.602,-6.568,0.146,122.035,5,4,Dance
Waking Up,Waking Up,Tom Budin,02AcCLK4TJgRC7OdBFHvle,,,173280,0.755,0.0194,0.817,0.138,0.135,0.758,-5.809,0.0418,125.026,3,4,Dance
Bass Zone (with Dread MC),Bass Zone (with Dread MC),VOLAC,7nxzrQAGdgAhOCQsAUavub,,,183810,0.714,0.0355,0.795,0.107,0.0411,0.714,-6.326,0.0432,126.038,1,4,Dance
Get This Party Started,Get This Party Started,Westend,3HybwTm4C1n07gqg85f8qt,,,160000,0.756,0.000953,0.748,0.395,0.0749,0.678,-6.714,0.0511,126.076,11,4,Dance
VIBRATION,VIBRATION,DONT BLINK,67zI1ZBVGb4TwvKEgXZfD7,,,226560,0.801,0.0619,0.998,0.904,0.055,0.691,-5.202,0.0562,125.037,9,4,Dance
Wanted,Wanted,Truth x Lies,4gpAKZqpiQZrY2aODcWmD6,,,266351,0.807,0.00628,0.876,0.382,0.21,0.743,-5.554,0.053,126.024,9,4,Dance
WHOA (with Party Favor),Diamond City,BIJOU,2X7FVwKiSICnnNAI2D4Whc,,,216764,0.817,0.0484,0.875,0.151,0.0824,0.688,-6.171,0.0535,124.997,1,4,Dance
Gold Star,Gold Star,Taiki Nulight,0f8kI9h3enq3ZKMZCxxJN3,,,182326,0.888,0.0119,0.828,0.36,0.0588,0.938,-5.594,0.0603,129.036,2,4,Dance
Intoxicated - Original Mix,Intoxicated,Martin Solveig,3EzxWYx8P1Rn29K1DwVBqP,,,257413,0.808,0.00194,0.869,0.15,0.327,0.646,-3.748,0.0609,125.031,0,4,Dance
A Burden to Bear,A Burden to Bear,Emmanuelle Rimbaud,67DOFCrkcQaLp5yhzF8Y8N,31-07-2020,27,129410,0.394,0.995,0.0475,0.955,0.105,0.172,-26.432,0.072,71.241,6,5,Calm
A La Plage,A La Plage,Ron Adelaar,79NmiFAgcXUIVDGfCWDdWF,07-08-2020,29,141888,0.504,0.994,0.0584,0.956,0.115,0.553,-20.461,0.0516,134.209,5,4,Calm
Adjustments,Adjustments,Josie Mehlin,6w0vhPaZBYjhrDobs3QE14,17-01-2020,52,182000,0.532,0.974,0.541,0.864,0.228,0.329,-11.932,0.0283,136.063,0,4,Calm
Adrift,Adrift,Cooper Sams,3TNNGjgOQ7O8vwAlvlD9Fg,21-03-2018,53,158117,0.382,0.497,0.333,0.918,0.106,0.0486,-15.573,0.0367,84.974,7,4,Calm
After The Rain,After The Rain,Comet Blue,2XBc2jWnvPqNO2LebVtLaY,03-08-2020,24,116625,0.456,0.993,0.0337,0.948,0.126,0.3,-26.87,0.0334,97.199,0,4,Calm
Ambre,Wintermusik,Nils Frahm,0suQ6B8Bsp0tFuCXx652Az,04-12-2009,0,227639,0.391,0.992,0.0576,0.947,0.117,0.359,-25.585,0.0342,145.569,10,3,Calm
Anaviosi,Anaviosi,Alexi Musnitsky,4OWZLr2sLv7ueKPHV7JRNP,09-07-2020,38,174244,0.391,0.995,0.0121,0.946,0.0959,0.118,-24.588,0.0852,68.128,1,4,Calm
Atlavík,Varða,Hugar,6WdO6Ds95sLALCqCOfbDQh,23-08-2019,53,155733,0.535,0.867,0.147,0.797,0.0825,0.238,-25.141,0.0382,126.823,2,4,Calm
Auburn Sky,Auburn Sky,Toledo Rains,42BtxDRqFTbE6Jb6rd9QOZ,10-03-2020,48,162829,0.265,0.906,0.035,0.89,0.0932,0.0651,-26.502,0.0359,132.972,4,4,Calm
Awaken,Awaken,William Duhamel,00ZtJgQax06A96l8sMcmlB,02-01-2020,55,129936,0.346,0.929,0.0943,0.918,0.102,0.109,-13.632,0.0362,127.006,2,3,Calm
Back+,Back+,Ton Snijders,6MrVWgw16iHBGRntjRkGQq,10-04-2020,26,198746,0.383,0.993,0.0197,0.944,0.121,0.113,-28.192,0.0528,67.555,7,3,Calm
Balloon,Balloon,YuMe,6a9DN96EWRc56Lwl5YD7KL,01-05-2020,34,143212,0.408,0.987,0.00518,0.929,0.12,0.0381,-29.142,0.0355,72.291,5,3,Calm
Bayybe 07,Bayybe,Bilo 503,08qO8i2K0Hxl0h8PIncyuH,17-11-2017,50,114195,0.44,0.827,0.384,0.934,0.156,0.0912,-12.331,0.0453,127.938,7,4,Calm
Beekweide,Beekweide,Job Roggeveen,199PI6mx1IFrDk8ZMtNTyX,10-07-2020,34,219215,0.321,0.984,0.11,0.963,0.115,0.173,-23.63,0.0345,73.914,8,4,Calm
Betty,Betty,Wilson Trouvé,0yBM8cOHjb6iiMI2eM8pIc,29-05-2020,32,161750,0.171,0.89,0.185,0.94,0.101,0.264,-19.651,0.0348,142.694,9,4,Calm
Bloom,Bloom,Hilder Sky,5DP6ow4t5Mmfge0fMRhSJD,30-05-2019,52,121069,0.249,0.945,0.129,0.839,0.17,0.253,-18.167,0.0324,70.59,4,5,Calm
Bortom Träden,I Blomstertid,Erik Reno,4CFlaEtdgeu4mFmnUApAyl,07-06-2020,48,260564,0.446,0.801,0.0586,0.85,0.0876,0.111,-26.416,0.0416,124.019,8,4,Calm
Bouquet with Lilies,Bouquet with Lilies,La Acacia,1j45uvYWACNGDZ0jmKSTuP,30-10-2019,56,216607,0.621,0.716,0.345,0.921,0.091,0.113,-12.106,0.0295,117.683,0,4,Calm
Breathe,Breathe,Hans Voller,5q2hzGmdBeXEWuMOlOMOt2,28-10-2019,29,166194,0.612,0.99,0.037,0.947,0.108,0.103,-18.855,0.0408,113.008,11,3,Calm
Bye Bye Little House,Bye Bye Little House,Ella van der Woude,7AQKjpzLGVBKvTDyoJ7YVK,03-01-2020,30,202405,0.31,0.985,0.0313,0.94,0.263,0.182,-23.55,0.0325,92.857,10,4,Calm
Calm Wilderness,Calm Wilderness,Night Sounds,44Co96UhNfnq258r2VybLE,22-08-2019,52,231723,0.186,0.886,0.271,0.961,0.141,0.0684,-17.149,0.0449,115.896,7,4,Calm
City Lights,City Lights,Marlies du Mosch,5OxyHotdy7y789r3UQcHAB,03-07-2020,26,226266,0.341,0.983,0.0582,0.924,0.097,0.0514,-23.103,0.0472,83.05,8,4,Calm
Cleansing,Cleansing,Jacco Wynia,6u1ymcw9MTK9mPGy8XdvEb,29-05-2020,36,304217,0.18,0.956,0.0754,0.926,0.11,0.0366,-26.645,0.0346,71.675,9,4,Calm
Clear Skies,Clear Skies,Dhyana Thomas,7bKMZYXVYzGMvnHiRDCmjy,26-04-2019,51,162085,0.421,0.94,0.136,0.89,0.113,0.0505,-23.521,0.0305,110.036,11,4,Calm
Coda,Endeavour,Jakob Ahlbom,2TFQPFUqRtgj1auq9b5PlR,04-10-2019,58,180614,0.351,0.93,0.24,0.904,0.101,0.0968,-15.363,0.034,79.919,9,3,Calm
Colgando,Siesta,Barulinho,2dVvMXDWBY0U7VjCjOjVH9,31-07-2020,36,268800,0.567,0.948,0.39,0.966,0.0802,0.133,-13.701,0.0301,99.997,0,4,Calm
Collapse Into Light,Collapse Into Light,Evin Iris,3jP962JoLAn9p4wCDdx4My,18-10-2019,55,179500,0.305,0.933,0.229,0.904,0.104,0.0562,-18.329,0.0334,121.599,1,4,Calm
Coming Home,Coming Home,Zoe Connelly,30ACOtgBj1PqZs1erzFZkU,11-12-2019,51,172818,0.198,0.854,0.139,0.856,0.0773,0.106,-18.72,0.031,82.405,5,4,Calm
Courage,Courage,Ian Wong,0gj8zftpww3PXx8xea7Ygn,28-02-2020,34,162083,0.635,0.994,0.0302,0.952,0.107,0.237,-26.234,0.0401,83.222,1,1,Calm
Crossing,Crossing,The Tides,08Q4GyxnB8ak1ZwHnjwova,19-03-2020,40,153103,0.542,0.935,0.189,0.91,0.0932,0.0755,-16.57,0.0398,116,0,4,Calm
Crystal Shores,Crystal Shores,Dean Valio,0gUAGl4nHShy1dzHikQKKU,24-05-2019,51,170958,0.482,0.958,0.0257,0.923,0.104,0.144,-26.303,0.0323,109.98,9,4,Calm
Curiosity,Curiosity,Beau Projet,3WEdWvAScE1EcBfErseQnC,21-03-2019,60,155820,0.43,0.985,0.256,0.867,0.106,0.173,-22.088,0.0641,133.955,2,4,Calm
Curious Morning,Curious Morning,Michael Orvind,5lZyYNi8OfFWKiX1p9zDQP,14-07-2020,36,182222,0.391,0.969,0.231,0.954,0.116,0.0882,-17,0.0363,107.981,3,4,Calm
Dawning,Dawning,Light of Sun,56ag77KIUFvxJhA1gdObsq,26-08-2019,58,206419,0.526,0.64,0.471,0.817,0.096,0.286,-11.965,0.0424,119.972,0,4,Calm
Day 5: For Carol,5 Day Mischon,Tom Misch,3JjeC1epY5y2Jysxn5FVCB,31-03-2017,56,394862,0.485,0.765,0.497,0.886,0.132,0.065,-10.022,0.0308,100.857,2,4,Calm
De Fléche,De Fléche,Les Manger Tous,5vymVJ2WUlLnMeQqrgwQx8,30-09-2019,52,233062,0.435,0.668,0.333,0.834,0.084,0.074,-15.885,0.0308,90.902,8,4,Calm
Den inre skogen,Den inre skogen,Thomas Jackson,0Zl6KnmirT1PeGZvAZY9T1,30-01-2020,55,229657,0.532,0.924,0.382,0.61,0.134,0.0455,-17.683,0.0543,127.038,9,4,Calm
Dew Drops,Vortex,Pieter de Graaf,0NnFglDnuZH6qKuvhZpB0r,11-10-2019,50,335636,0.27,0.939,0.0384,0.936,0.1,0.0708,-24.513,0.0361,59.81,11,4,Calm
Drifting,Drifting,Eroded Sky,157kvk58Qr04AiuDv2aQWd,23-04-2020,56,194571,0.616,0.71,0.202,0.678,0.0871,0.0773,-14.144,0.0383,139.857,11,4,Calm
Eagle,Eagle,Ansatz Der Maschine,7uI4m3uAKy2WWH1mJZAYzO,13-12-2019,28,226400,0.339,0.937,0.142,0.91,0.0847,0.121,-21.613,0.0416,109.98,10,4,Calm
Eidolon,Eidolon,Monocle Twins,6KuzTwyczjBp1C4f60Y5ID,24-01-2020,54,257668,0.553,0.862,0.24,0.946,0.0932,0.164,-19.522,0.0304,128.986,10,3,Calm
Empty Street at Night,Empty Street at Night,Golden Sleep,6CY6TBcuh13KEk34pMnZA8,05-06-2020,32,307000,0.211,0.903,0.0147,0.935,0.342,0.0667,-22.964,0.0456,169.899,2,3,Calm
Escaping Time,Floating,Benjamin Martins,7JrSIPcfkWhDzxWII8Jz7V,21-10-2019,60,200346,0.32,0.64,0.256,0.862,0.112,0.191,-17.98,0.0445,115.011,10,4,Calm
Essential Attitudes,Honey,Peals,0T3UHut7JmCi5jcgYiMawm,16-09-2016,50,217987,0.444,0.449,0.497,0.722,0.081,0.25,-12.601,0.0383,99.093,5,4,Calm
Event Horizon,Event Horizon,Airwaves,7lSHfDPdyGdRyG234h5ToK,30-10-2018,57,310666,0.464,0.0665,0.38,0.898,0.114,0.0558,-8.052,0.0279,100.006,7,3,Calm
Feels Like Flying,Feels Like Flying,Elementaries,3mMd2MGvEIDAfMfvcb9wsC,15-06-2020,40,198077,0.416,0.882,0.11,0.873,0.116,0.347,-13.776,0.0423,120.024,11,4,Calm
Fields After Rain,Fields After Rain,Martèn LeGrand,3OjwAIOhan5AIGS2p6fJrt,05-06-2020,37,176000,0.474,0.973,0.161,0.907,0.113,0.357,-20.952,0.043,82.892,5,3,Calm
Fields Of Blossom,Fields Of Blossom,Martèn LeGrand,0BEkkhhqcCNx6VLMtshOiT,24-04-2020,32,197800,0.42,0.98,0.135,0.941,0.0974,0.155,-20.518,0.0815,118.9,4,4,Calm
Fleur février,Fleur février,Jacco Wynia,16A82OAjqWawjDM8K5HCdm,07-02-2020,34,253904,0.428,0.985,0.0517,0.945,0.11,0.13,-21.74,0.0548,111.311,3,4,Calm
Floating Sunbeams,Floating Sunbeams,Michael Orvind,7hJZMJqFRlypzSlxC7Kn8n,07-07-2020,33,159292,0.205,0.98,0.202,0.85,0.128,0.086,-15.952,0.0427,113.057,1,4,Calm
Flowing,Flowing,Lucas Delphy,06G5MnuMA3cLbNwjFs8zIS,20-05-2020,39,131116,0.2,0.896,0.138,0.929,0.207,0.138,-20.417,0.0301,71.631,0,4,Calm
Focus,Focus,Light of Sun,3DZ7DFolE5U2xEGIzFjeGo,03-06-2019,51,190526,0.273,0.238,0.161,0.481,0.133,0.0503,-17.727,0.053,113.89,4,4,Calm
Follow me,Follow me,Andre Ehmann,7d44sL4znFm5HZ6ltUVqbI,19-07-2019,51,204624,0.475,0.995,0.109,0.948,0.127,0.405,-29.839,0.0303,99.008,2,4,Calm
Found,Found,Martin Gauffin,2T2EemW8X3GlKvJe1gxpBC,23-08-2019,52,159049,0.517,0.901,0.397,0.867,0.11,0.195,-14.281,0.0289,100.005,0,4,Calm
Frozen,Frozen,Ron Adelaar,4nTeeVQnNghbWWo6k7oPrH,05-06-2020,45,166000,0.352,0.986,0.0246,0.928,0.107,0.174,-27.226,0.0419,78.809,9,4,Calm
Fête sous les étoiles,Suite,Biba Dupont,55ux9bDGw3qTVfad3PxSTq,01-05-2020,34,184000,0.312,0.994,0.00811,0.961,0.1,0.0703,-30.381,0.0389,115.486,1,4,Calm
Glaciers,Bloom,Lights & Motion,2No1A7ZuMaBGxz45jmA9Gw,02-02-2018,53,176373,0.0789,0.733,0.16,0.786,0.0943,0.0409,-18.144,0.0362,56.449,7,4,Calm
"Gottes Zeit ist die allerbeste Zeit, BWV 106: 2a. Gottes Zeit, ist die allerbeste Zeit (Arr. For Piano Four Hands by György Kurtág)",Bach,Johann Sebastian Bach,7ANhXB1OJBaTb7kDoAJRLq,27-09-2019,31,159866,0.566,0.995,0.00792,0.909,0.0874,0.0621,-34.484,0.0445,61.167,3,4,Calm
Goya,Goya,Minxz,2bo6ZMPnFkWCd0VRTMwbcs,12-07-2019,21,235813,0.365,0.994,0.00656,0.888,0.119,0.0809,-21.678,0.0427,68.17,8,5,Calm
Gracewood (Revisited),In Between (A-Side),Steven Vrancken,1TSpCeUusXyZ7FiaDuy3x1,01-05-2020,11,139050,0.353,0.969,0.0544,0.915,0.106,0.158,-22.657,0.0408,74.883,8,4,Calm
Green Street,Green Street,Alexander Motovilov,4kjbflfFCcNWkBGWvYBSxz,31-07-2020,27,133125,0.373,0.978,0.191,0.944,0.0737,0.411,-24.099,0.0302,96.682,7,4,Calm
Hypnagogia Well,Hypnagogia Well,Monocle Twins,2jpL7mFOMzRnbaSj790BfQ,17-10-2019,50,222000,0.545,0.771,0.253,0.922,0.108,0.0529,-17.953,0.033,115.848,2,4,Calm
I Don't Trust That Bird of Prey,Requiescence,Random Forest,33gVbwdqw7aRX0Y2zM7qm3,04-10-2019,51,210500,0.52,0.605,0.305,0.899,0.16,0.0389,-14.38,0.0322,120.109,7,4,Calm
If You Believe,Unification,Yonder Dale,0QurRfrHz1RGbdPpTx7lLV,22-05-2020,37,183428,0.575,0.937,0.202,0.441,0.103,0.142,-18.544,0.0444,139.943,8,4,Calm
Images,Images,DeLange,4sqIHHGPprOZNdW5zMx36p,05-06-2020,42,163666,0.387,0.993,0.00579,0.929,0.136,0.137,-21.823,0.0439,111.991,7,4,Calm
In This Moment,In This Moment,Lucas Delphy,7FORBAxm1qwuwbYo7Rtz42,27-05-2019,51,158666,0.479,0.771,0.221,0.856,0.101,0.089,-19.689,0.0325,115.965,6,4,Calm
Infinite Sustain,Infinite Sustain,Amaranth Cove,5AciiCKJKTLKRrAPSrKQy5,04-10-2019,57,149000,0.529,0.8,0.214,0.907,0.109,0.0903,-19.268,0.0315,124.069,6,4,Calm
Ingénue,Ingénue,Eline Moss,6mgKP4yo57GTSMc3fJlyWm,18-11-2019,55,158176,0.283,0.993,0.122,0.905,0.0927,0.112,-23.074,0.0285,83.746,9,4,Calm
Inside*,Inside*,Ton Snijders,3GuzB4BEWq3bhZM8YydysZ,12-06-2020,8,106573,0.266,0.99,0.0028,0.889,0.0933,0.151,-33.729,0.0493,132.581,7,4,Calm
Intermezzo No. 1 in E Minor,Intermezzo No. 1 in E Minor,Manuel Ponce,1HTYYXCKpMWiHRd7qIb6ui,2014,7,174013,0.31,0.995,0.0987,0.86,0.714,0.0558,-25.408,0.0444,106.205,4,1,Calm
Isonoe,GLIESE,Job Roggeveen,4sP8BZIZKGVq6jHOSPF17A,28-02-2020,23,159045,0.365,0.983,0.119,0.919,0.112,0.249,-20.962,0.0405,147.573,7,4,Calm
Juliens Journey,Juliens Journey,Reinhard Vanbergen,0DVw5GHPCUImZ8VmRdlbmx,29-05-2020,33,219213,0.578,0.994,0.0154,0.945,0.0799,0.244,-24.126,0.0987,123.953,2,3,Calm
Just Look at You,432 Water Crystals,369,62X7ld1sa8RHl4zRtSvfHf,21-02-2020,59,187385,0.558,0.985,0.249,0.925,0.103,0.111,-14.715,0.0303,94.991,7,4,Calm
Kaolnite,Kaolnite,Burgundy Skies,4fItBSHKBcgKWixN1Idie5,15-03-2019,50,180689,0.247,0.622,0.231,0.87,0.0878,0.0485,-19.639,0.0328,174.014,1,4,Calm
Keep Going,Keep Going,Mark Milan,4Hhup3YZfajcC7O0DNbwCq,20-12-2019,31,200527,0.385,0.994,0.305,0.949,0.109,0.172,-12.044,0.0466,74.024,3,4,Calm
Kite,Kite,YuMe,6a8U8DihiuewRpRQ2OOCVU,07-02-2020,35,110714,0.534,0.973,0.019,0.896,0.108,0.157,-26.071,0.0413,115.917,7,4,Calm
Klangfall - Piano Version,Klangfall (Piano Version),Joep Beving,4pWowM3xMkRYgHsIJDf61f,17-01-2020,42,353007,0.394,0.993,0.0807,0.944,0.0964,0.0394,-25.987,0.0318,124.904,0,4,Calm
La Luz,Chapter I,City of the Sun,6iQ6AKHlGjQTrpZIqfOtyK,15-11-2019,49,303120,0.559,0.0463,0.441,0.763,0.115,0.389,-13.862,0.0398,94.014,7,4,Calm
